2003/02	654662780000000000000000000000000	8613983947368421052631578947368.42105
2003/03	420919600000000000000000000000000	4295097959183673469387755102040.81633
2003/04	349041200000000000000000000000000	2748355905511811023622047244094.48819
2003/05	622729400000000000000000000000000	5930756190476190476190476190476.19048
2003/06	968652000000000000000000000000000	15623419354838709677419354838709.67742
2003/07	42497300000000000000000000000000	849946000000000000000000000000.00000
2003/08	77136000000000000000000000000000	1224380952380952380952380952380.95238
2003/09	131896980000000000000000000000000	1884242571428571428571428571428.57143
2003/10	4192801100000000000000000000000000	46586678888888888888888888888888.88889
2003/11	3901916100000000000000000000000000	55741658571428571428571428571428.57143
2003/12	172490700000000000000000000000000	4011411627906976744186046511627.90698
2004/01	791110500000000000000000000000000	12361101562500000000000000000000.00000
2004/02	80521380000000000000000000000000	1184137941176470588235294117647.05882
2004/03	76661900000000000000000000000000	1050163013698630136986301369863.01370
2004/04	333019310000000000000000000000000	4324926103896103896103896103896.10390
2004/05	72326710000000000000000000000000	657515545454545454545454545454.54545
2004/06	203050370000000000000000000000000	2417266309523809523809523809523.80952
2004/07	1172598400000000000000000000000000	11965289795918367346938775510204.08163
2004/08	103864396000000000000000000000000	1790765448275862068965517241379.31034
2004/09	315400000000000000000000000000000	6710638297872340425531914893617.02128
2004/10	63094420000000000000000000000000	808902820512820512820512820512.82051
2004/11	1195348300000000000000000000000000	17578651470588235294117647058823.52941
2004/12	285892300000000000000000000000000	4929177586206896551724137931034.48276
2005/01	2724890400000000000000000000000000	32439171428571428571428571428571.42857
2005/02	347171113000000000000000000000000	5181658402985074626865671641791.04478
2005/03	134928670000000000000000000000000	1752320389610389610389610389610.38961
2005/04	121915510000000000000000000000000	1543234303797468354430379746835.44304
2005/05	530159580000000000000000000000000	4733567678571428571428571428571.42857
2005/06	233007430000000000000000000000000	2807318433734939759036144578313.25301
2005/07	1678154500000000000000000000000000	14720653508771929824561403508771.92982
2005/08	870396290000000000000000000000000	10879953625000000000000000000000.00000
2005/09	6322709352000000000000000000000000	107164565288135593220338983050847.45763
2005/10	12535207000000000000000000000000	329873868421052631578947368421.05263
2005/11	20518600000000000000000000000000	455968888888888888888888888888.88889
2005/12	174749730000000000000000000000000	2427079583333333333333333333333.33333
2006/01	74814970000000000000000000000000	1068785285714285714285714285714.28571
2006/02	21342610000000000000000000000000	711420333333333333333333333333.33333
2006/03	12209900000000000000000000000000	313074358974358974358974358974.35897
2006/04	29230810000000000000000000000000	541311296296296296296296296296.29630
2006/05	47834406600000000000000000000000	590548229629629629629629629629.62963
2006/06	12049554000000000000000000000000	207750931034482758620689655172.41379
2006/07	90007985000000000000000000000000	1250110902777777777777777777777.77778
2006/08	74557224000000000000000000000000	1521576000000000000000000000000.00000
2006/09	17179660000000000000000000000000	330378076923076923076923076923.07692
2006/10	8845470000000000000000000000000	232775526315789473684210526315.78947
2006/11	209433640000000000000000000000000	3674274385964912280701754385964.91228
2006/12	230887130000000000000000000000000	6596775142857142857142857142857.14286
2007/01	131175970000000000000000000000000	2082158253968253968253968253968.25397
2007/02	19194223000000000000000000000000	468151780487804878048780487804.87805
2007/03	5622033700000000000000000000000	93700561666666666666666666666.66667
2007/04	2994883000000000000000000000000	45377015151515151515151515151.51515
2007/05	24157586000000000000000000000000	396026000000000000000000000000.00000
2007/06	9470630000000000000000000000000	157843833333333333333333333333.33333
2007/07	11052489000000000000000000000000	208537528301886792452830188679.24528
2007/08	2204100000000000000000000000000	48980000000000000000000000000.00000
2007/09	1121060000000000000000000000000	35033125000000000000000000000.00000
2007/10	2417600000000000000000000000000	92984615384615384615384615384.61538
2007/11	3664500000000000000000000000000	244300000000000000000000000000.00000
2007/12	44710710000000000000000000000000	1788428400000000000000000000000.00000
2008/01	19153920000000000000000000000000	563350588235294117647058823529.41176
2008/02	4696340000000000000000000000000	195680833333333333333333333333.33333
2008/03	18001310000000000000000000000000	620734827586206896551724137931.03448
2008/04	30723090000000000000000000000000	1059416896551724137931034482758.62069
2008/05	3010650000000000000000000000000	150532500000000000000000000000.00000
2008/06	2554510000000000000000000000000	116114090909090909090909090909.09091
2008/07	1571410000000000000000000000000	92435882352941176470588235294.11765
2008/08	1595800000000000000000000000000	83989473684210526315789473684.21053
2008/09	278720000000000000000000000000	39817142857142857142857142857.14286
2008/10	2629100000000000000000000000000	146061111111111111111111111111.11111
2008/11	4027990000000000000000000000000	211999473684210526315789473684.21053
2008/12	21851000000000000000000000000000	993227272727272727272727272727.27273
2009/01	3829000000000000000000000000000	191450000000000000000000000000.00000
2009/02	2867700000000000000000000000000	168688235294117647058823529411.76471
2009/03	617430000000000000000000000000	34301666666666666666666666666.66667
2009/04	3237600000000000000000000000000	170400000000000000000000000000.00000
2009/05	2740200000000000000000000000000	161188235294117647058823529411.76471
2009/06	3216000000000000000000000000000	119111111111111111111111111111.11111
2009/07	85250500000000000000000000000000	6089321428571428571428571428571.42857
2009/08	2187000000000000000000000000000	136687500000000000000000000000.00000
2009/09	2444706000000000000000000000000	78861483870967741935483870967.74194
2009/10	5024820000000000000000000000000	193262307692307692307692307692.30769
2009/11	6870750000000000000000000000000	245383928571428571428571428571.42857
2009/12	9877800000000000000000000000000	318638709677419354838709677419.35484
2010/01	6701000000000000000000000000000	209406250000000000000000000000.00000
2010/02	60662500000000000000000000000000	1444345238095238095238095238095.23810
2010/03	98031550000000000000000000000000	2131120652173913043478260869565.21739
2010/04	31453930000000000000000000000000	629078600000000000000000000000.00000
2010/05	25778340000000000000000000000000	505457647058823529411764705882.35294
2010/06	26760643000000000000000000000000	411702200000000000000000000000.00000
2010/07	19619670000000000000000000000000	363327222222222222222222222222.22222
2010/08	275760700000000000000000000000000	5627769387755102040816326530612.24490
2010/09	70794100000000000000000000000000	1608956818181818181818181818181.81818
2010/10	32547000000000000000000000000000	678062500000000000000000000000.00000
2010/11	29179107000000000000000000000000	347370321428571428571428571428.57143
2010/12	74973030000000000000000000000000	1102544558823529411764705882352.94118
2011/01	63558500000000000000000000000000	1095836206896551724137931034482.75862
2011/02	81239124000000000000000000000000	1532813660377358490566037735849.05660
2011/03	516771250000000000000000000000000	4875200471698113207547169811320.75472
2011/04	123075036000000000000000000000000	946731046153846153846153846153.84615
2011/05	254991500000000000000000000000000	2142785714285714285714285714285.71429
2011/06	913203484000000000000000000000000	8952975333333333333333333333333.33333
2011/07	74033940000000000000000000000000	831842022471910112359550561797.75281
2011/08	380125000000000000000000000000000	4525297619047619047619047619047.61905
2011/09	1103898932000000000000000000000000	7560951589041095890410958904109.58904
2011/10	393153690000000000000000000000000	2730233958333333333333333333333.33333
2011/11	511084900000000000000000000000000	3871855303030303030303030303030.30303
2011/12	266756900000000000000000000000000	2051976153846153846153846153846.15385
2012/01	2321748000000000000000000000000000	21300440366972477064220183486238.53211
2012/02	156484110000000000000000000000000	1840989529411764705882352941176.47059
2012/03	2118013200000000000000000000000000	17080751612903225806451612903225.80645
2012/04	373258280000000000000000000000000	2704770144927536231884057971014.49275
2012/05	609729960000000000000000000000000	4917177096774193548387096774193.54839
2012/06	417852630000000000000000000000000	2628003962264150943396226415094.33962
2012/07	1510312510000000000000000000000000	8119959731182795698924731182795.69892
2012/08	440480100000000000000000000000000	2637605389221556886227544910179.64072
2012/09	396878480000000000000000000000000	2663613959731543624161073825503.35570
2012/10	171163100000000000000000000000000	1782948958333333333333333333333.33333
2012/11	373117600000000000000000000000000	2470977483443708609271523178807.94702
2012/12	141654576000000000000000000000000	869046478527607361963190184049.07975
2013/01	118891420000000000000000000000000	733897654320987654320987654320.98765
2013/02	355833170000000000000000000000000	2940770000000000000000000000000.00000
2013/03	365838710000000000000000000000000	3484178190476190476190476190476.19048
2013/04	307197460000000000000000000000000	2148233986013986013986013986013.98601
2013/05	1367356500000000000000000000000000	7858370689655172413793103448275.86207
2013/06	530875400000000000000000000000000	4537396581196581196581196581196.58120
2013/07	68451000000000000000000000000000	3602684210526315789473684210526.31579
2013/08	0	0
2013/09	214347000000000000000000000000000	5496076923076923076923076923076.92308
2013/10	559021800000000000000000000000000	2726935609756097560975609756097.56098
2013/11	601086920000000000000000000000000	3535805411764705882352941176470.58824
2013/12	517457670000000000000000000000000	2587288350000000000000000000000.00000
2014/01	915886970000000000000000000000000	5233639828571428571428571428571.42857
2014/02	996963150000000000000000000000000	6782062244897959183673469387755.10204
2014/03	396928640000000000000000000000000	2242534689265536723163841807909.60452
2014/04	445454276000000000000000000000000	2560082045977011494252873563218.39080
2014/05	389578510000000000000000000000000	2188643314606741573033707865168.53933
2014/06	575537590000000000000000000000000	2807500439024390243902439024390.24390
2014/07	195273840000000000000000000000000	1346716137931034482758620689655.17241
2014/08	191106413000000000000000000000000	1493018851562500000000000000000.00000
2014/09	1036148670000000000000000000000000	7970374384615384615384615384615.38462
2014/10	308012349000000000000000000000000	1833406839285714285714285714285.71429
2014/11	422778617000000000000000000000000	2236923899470899470899470899470.89947
2014/12	679589520000000000000000000000000	4169260858895705521472392638036.80982
2015/01	84830260000000000000000000000000	785465370370370370370370370370.37037
2015/02	351751780000000000000000000000000	3702650315789473684210526315789.47368
2015/03	980870790000000000000000000000000	7846966320000000000000000000000.00000
2015/04	575854060000000000000000000000000	3944205890410958904109589041095.89041
2015/05	626917620000000000000000000000000	4323569793103448275862068965517.24138
2015/06	1285922490000000000000000000000000	12246880857142857142857142857142.85714
2015/07	238755639000000000000000000000000	2131746776785714285714285714285.71429
2015/08	179410690000000000000000000000000	1741851359223300970873786407766.99029
2015/09	261883854000000000000000000000000	2277250904347826086956521739130.43478
2015/10	216100700000000000000000000000000	1929470535714285714285714285714.28571
2015/11	833461300000000000000000000000000	8504707142857142857142857142857.14286
2015/12	275872980000000000000000000000000	2578252149532710280373831775700.93458
2016/01	308761590000000000000000000000000	3183109175257731958762886597938.14433
2016/02	60155200000000000000000000000000	613828571428571428571428571428.57143
2016/03	84585762300000000000000000000000	1044268670370370370370370370370.37037
2016/04	101849164000000000000000000000000	1357988853333333333333333333333.33333
2016/05	110805011000000000000000000000000	1097079316831683168316831683168.31683
2016/06	66048000000000000000000000000000	869052631578947368421052631578.94737
2016/07	102415390000000000000000000000000	1506108676470588235294117647058.82353
2016/08	29075020000000000000000000000000	519196785714285714285714285714.28571
2016/09	75925700000000000000000000000000	1205169841269841269841269841269.84127
2016/10	99580000000000000000000000000000	1716896551724137931034482758620.68966
2016/11	30503000000000000000000000000000	564870370370370370370370370370.37037
2016/12	23082590000000000000000000000000	536804418604651162790697674418.60465
2017/01	26135420000000000000000000000000	593986818181818181818181818181.81818
2017/02	10147400000000000000000000000000	260189743589743589743589743589.74359
2017/03	26854670000000000000000000000000	926023103448275862068965517241.37931
2017/04	215703302200000000000000000000000	3268231851515151515151515151515.15152
2017/05	14418700000000000000000000000000	306780851063829787234042553191.48936
2017/06	47611296000000000000000000000000	1107239441860465116279069767441.86047
2017/07	709657600000000000000000000000000	13647261538461538461538461538461.53846
2017/08	20713440000000000000000000000000	481707906976744186046511627906.97674
2017/09	3132023390000000000000000000000000	61412223333333333333333333333333.33333
2017/10	0	0
2017/11	14694610000000000000000000000000	506710689655172413793103448275.86207
2017/12	2399890000000000000000000000000	82754827586206896551724137931.03448
2018/01	2822946000000000000000000000000	156830333333333333333333333333.33333
2018/02	14319960000000000000000000000000	842350588235294117647058823529.41176
2018/03	7007704000000000000000000000000	233590133333333333333333333333.33333
2018/04	1426120000000000000000000000000	44566250000000000000000000000.00000
2018/05	4599950000000000000000000000000	191664583333333333333333333333.33333
2018/06	2467240000000000000000000000000	94893846153846153846153846153.84615
2018/07	11317270000000000000000000000000	665721764705882352941176470588.23529
2018/08	1098290000000000000000000000000	42241923076923076923076923076.92308
2018/09	946800000000000000000000000000	55694117647058823529411764705.88235
2018/10	1678712000000000000000000000000	62174518518518518518518518518.51852
2018/11	333980000000000000000000000000	15903809523809523809523809523.80952
2018/12	2041680000000000000000000000000	127605000000000000000000000000.00000
2019/01	1745585000000000000000000000000	62342321428571428571428571428.57143
2019/02	1778450000000000000000000000000	161677272727272727272727272727.27273
2019/03	4468430000000000000000000000000	124123055555555555555555555555.55556
2019/04	10814450000000000000000000000000	372912068965517241379310344827.58621
2019/05	24784800000000000000000000000000	635507692307692307692307692307.69231
2019/06	942500000000000000000000000000	62833333333333333333333333333.33333
2019/07	1495740000000000000000000000000	74787000000000000000000000000.00000
2019/08	0	0
2019/09	21900000000000000000000000000	10950000000000000000000000000.00000
2019/10	0	0
2019/11	0	0
2019/12	0	0
2020/01	0	0
2020/02	0	0
2020/03	1490000000000000000000000000	745000000000000000000000000.00000
2020/04	0	0
2020/05	0	0
2020/06	0	0
2020/07	0	0
2020/08	0	0
2020/09	430800000000000000000000000000	143600000000000000000000000000.00000
2020/10	0	0
2020/11	0	0
2020/12	0	0
2021/01	0	0
2021/02	0	0
2021/03	304000000000000000000000000000	76000000000000000000000000000.00000
2021/04	0	0
2021/05	0	0
2021/06	0	0
2021/07	0	0
2021/08	0	0
2021/09	5000400000000000000000000000000	294141176470588235294117647058.82353
2021/10	0	0
2021/11	0	0
2021/12	0	0
2022/01	0	0
2022/02	0	0
2022/03	3886000000000000000000000000000	431777777777777777777777777777.77778
2022/04	0	0
2022/05	0	0
2022/06	0	0
2022/07	0	0
2022/08	0	0
2022/09	8293600000000000000000000000000	592400000000000000000000000000.00000
2022/10	0	0
2022/11	0	0
2022/12	0	0
2023/01	0	0
2023/02	0	0
2023/03	182494400000000000000000000000000	8295200000000000000000000000000.00000
2023/04	0	0
2023/05	0	0
2023/06	0	0
2023/07	0	0
2023/08	0	0
2023/09	281953300000000000000000000000000	23496108333333333333333333333333.33333
2023/10	0	0
2023/11	0	0
2023/12	0	0
2024/01	481238000000000000000000000000000	5661623529411764705882352941176.47059
2024/02	3123571550000000000000000000000000	20823810333333333333333333333333.33333
2024/03	641465290000000000000000000000000	4716656544117647058823529411764.70588
2024/04	738255400000000000000000000000000	3969115053763440860215053763440.86022
2024/05	4061401600000000000000000000000000	23750886549707602339181286549707.60234
2024/06	1528682340000000000000000000000000	10997714676258992805755395683453.23741
2024/07	870665900000000000000000000000000	5441661875000000000000000000000.00000
2024/08	777845820000000000000000000000000	4522359418604651162790697674418.60465
2024/09	2053184200000000000000000000000000	17399866101694915254237288135593.22034
2024/10	3001803700000000000000000000000000	25877618103448275862068965517241.37931
2024/11	804414450000000000000000000000000	6003092910447761194029850746268.65672
2024/12	744484880000000000000000000000000	3430805898617511520737327188940.09217
2025/01	0	0
2025/02	0	0
2025/03	0	0
2025/04	0	0
2025/05	0	0
2025/06	0	0
2025/07	0	0
2025/08	0	0
2025/09	0	0
2025/10	0	0
2025/11	0	0
2025/12	0	0
2026/01	0	0
2026/02	0	0
