2011/07,74033940000000000000000000000000,831842022471910112359550561797.75281,89
2011/08,380125000000000000000000000000000,4525297619047619047619047619047.61905,84
2011/09,1103898932000000000000000000000000,7560951589041095890410958904109.58904,146
2011/10,393153690000000000000000000000000,2730233958333333333333333333333.33333,144
2011/11,511084900000000000000000000000000,3871855303030303030303030303030.30303,132
2011/12,266756900000000000000000000000000,2051976153846153846153846153846.15385,130
2012/01,2321748000000000000000000000000000,21300440366972477064220183486238.53211,109
2012/02,156484110000000000000000000000000,1840989529411764705882352941176.47059,85
2012/03,2118013200000000000000000000000000,17080751612903225806451612903225.80645,124
2012/04,373258280000000000000000000000000,2704770144927536231884057971014.49275,138
2012/05,609729960000000000000000000000000,4917177096774193548387096774193.54839,124
2012/06,417852630000000000000000000000000,2628003962264150943396226415094.33962,159
2012/07,1510312510000000000000000000000000,8119959731182795698924731182795.69892,186
2012/08,440480100000000000000000000000000,2637605389221556886227544910179.64072,167
2012/09,396878480000000000000000000000000,2663613959731543624161073825503.35570,149
2012/10,171163100000000000000000000000000,1782948958333333333333333333333.33333,96
2012/11,373117600000000000000000000000000,2470977483443708609271523178807.94702,151
2012/12,141654576000000000000000000000000,869046478527607361963190184049.07975,163
2013/01,118891420000000000000000000000000,733897654320987654320987654320.98765,162
2013/02,355833170000000000000000000000000,2940770000000000000000000000000.00000,121
2013/03,365838710000000000000000000000000,3484178190476190476190476190476.19048,105
2013/04,307197460000000000000000000000000,2148233986013986013986013986013.98601,143
2013/05,1367356500000000000000000000000000,7858370689655172413793103448275.86207,174
2013/06,530875400000000000000000000000000,4537396581196581196581196581196.58120,117
2013/07,68451000000000000000000000000000,3602684210526315789473684210526.31579,19
2013/08,0,0,0
2013/09,214347000000000000000000000000000,5496076923076923076923076923076.92308,39
2013/10,559021800000000000000000000000000,2726935609756097560975609756097.56098,205
2013/11,601086920000000000000000000000000,3535805411764705882352941176470.58824,170
2013/12,517457670000000000000000000000000,2587288350000000000000000000000.00000,200
2014/01,915886970000000000000000000000000,5233639828571428571428571428571.42857,175
2014/02,996963150000000000000000000000000,6782062244897959183673469387755.10204,147
2014/03,396928640000000000000000000000000,2242534689265536723163841807909.60452,177
2014/04,445454276000000000000000000000000,2560082045977011494252873563218.39080,174
2014/05,389578510000000000000000000000000,2188643314606741573033707865168.53933,178
2014/06,575537590000000000000000000000000,2807500439024390243902439024390.24390,205
2014/07,195273840000000000000000000000000,1346716137931034482758620689655.17241,145
2014/08,191106413000000000000000000000000,1493018851562500000000000000000.00000,128
2014/09,1036148670000000000000000000000000,7970374384615384615384615384615.38462,130
2014/10,308012349000000000000000000000000,1833406839285714285714285714285.71429,168
2014/11,422778617000000000000000000000000,2236923899470899470899470899470.89947,189
2014/12,679589520000000000000000000000000,4169260858895705521472392638036.80982,163
2015/01,84830260000000000000000000000000,785465370370370370370370370370.37037,108
2015/02,351751780000000000000000000000000,3702650315789473684210526315789.47368,95
2015/03,980870790000000000000000000000000,7846966320000000000000000000000.00000,125
2015/04,575854060000000000000000000000000,3944205890410958904109589041095.89041,146
2015/05,626917620000000000000000000000000,4323569793103448275862068965517.24138,145
2015/06,1285922490000000000000000000000000,12246880857142857142857142857142.85714,105
2015/07,238755639000000000000000000000000,2131746776785714285714285714285.71429,112
2015/08,179410690000000000000000000000000,1741851359223300970873786407766.99029,103
2015/09,261883854000000000000000000000000,2277250904347826086956521739130.43478,115
2015/10,216100700000000000000000000000000,1929470535714285714285714285714.28571,112
2015/11,833461300000000000000000000000000,8504707142857142857142857142857.14286,98
2015/12,275872980000000000000000000000000,2578252149532710280373831775700.93458,107
2016/01,308761590000000000000000000000000,3183109175257731958762886597938.14433,97
2016/02,60155200000000000000000000000000,613828571428571428571428571428.57143,98
2016/03,84585762300000000000000000000000,1044268670370370370370370370370.37037,81
2016/04,101849164000000000000000000000000,1357988853333333333333333333333.33333,75
2016/05,110805011000000000000000000000000,1097079316831683168316831683168.31683,101
2016/06,66048000000000000000000000000000,869052631578947368421052631578.94737,76
2016/07,102415390000000000000000000000000,1506108676470588235294117647058.82353,68
2016/08,29075020000000000000000000000000,519196785714285714285714285714.28571,56
2016/09,75925700000000000000000000000000,1205169841269841269841269841269.84127,63
2016/10,99580000000000000000000000000000,1716896551724137931034482758620.68966,58
2016/11,30503000000000000000000000000000,564870370370370370370370370370.37037,54
2016/12,23082590000000000000000000000000,536804418604651162790697674418.60465,43
2017/01,26135420000000000000000000000000,593986818181818181818181818181.81818,44
2017/02,10147400000000000000000000000000,260189743589743589743589743589.74359,39
2017/03,26854670000000000000000000000000,926023103448275862068965517241.37931,29
2017/04,215703302200000000000000000000000,3268231851515151515151515151515.15152,66
2017/05,14418700000000000000000000000000,306780851063829787234042553191.48936,47
2017/06,47611296000000000000000000000000,1107239441860465116279069767441.86047,43
2017/07,709657600000000000000000000000000,13647261538461538461538461538461.53846,52
2017/08,20713440000000000000000000000000,481707906976744186046511627906.97674,43
2017/09,3132023390000000000000000000000000,61412223333333333333333333333333.33333,51
2017/10,0,0,0
2017/11,14694610000000000000000000000000,506710689655172413793103448275.86207,29
2017/12,2399890000000000000000000000000,82754827586206896551724137931.03448,29
2018/01,2822946000000000000000000000000,156830333333333333333333333333.33333,18
2018/02,14319960000000000000000000000000,842350588235294117647058823529.41176,17
2018/03,7007704000000000000000000000000,233590133333333333333333333333.33333,30
2018/04,1426120000000000000000000000000,44566250000000000000000000000.00000,32
2018/05,4599950000000000000000000000000,191664583333333333333333333333.33333,24
2018/06,2467240000000000000000000000000,94893846153846153846153846153.84615,26
2018/07,11317270000000000000000000000000,665721764705882352941176470588.23529,17
2018/08,1098290000000000000000000000000,42241923076923076923076923076.92308,26
2018/09,946800000000000000000000000000,55694117647058823529411764705.88235,17
2018/10,1678712000000000000000000000000,62174518518518518518518518518.51852,27
2018/11,333980000000000000000000000000,15903809523809523809523809523.80952,21
2018/12,2041680000000000000000000000000,127605000000000000000000000000.00000,16
2019/01,1745585000000000000000000000000,62342321428571428571428571428.57143,28
2019/02,1778450000000000000000000000000,161677272727272727272727272727.27273,11
2019/03,4468430000000000000000000000000,124123055555555555555555555555.55556,36
2019/04,10814450000000000000000000000000,372912068965517241379310344827.58621,29
2019/05,24784800000000000000000000000000,635507692307692307692307692307.69231,39
2019/06,942500000000000000000000000000,62833333333333333333333333333.33333,15
2019/07,1495740000000000000000000000000,74787000000000000000000000000.00000,20
2019/08,0,0,0
2019/09,21900000000000000000000000000,10950000000000000000000000000.00000,2
2019/10,0,0,0
2019/11,0,0,0
2019/12,0,0,0
2020/01,0,0,0
2020/02,0,0,0
2020/03,1490000000000000000000000000,745000000000000000000000000.00000,2
2020/04,0,0,0
2020/05,0,0,0
2020/06,0,0,0
2020/07,0,0,0
2020/08,0,0,0
2020/09,430800000000000000000000000000,143600000000000000000000000000.00000,3
2020/10,0,0,0
2020/11,0,0,0
2020/12,0,0,0
2021/01,0,0,0
2021/02,0,0,0
2021/03,304000000000000000000000000000,76000000000000000000000000000.00000,4
2021/04,0,0,0
2021/05,0,0,0
2021/06,0,0,0
2021/07,0,0,0
2021/08,0,0,0
2021/09,5000400000000000000000000000000,294141176470588235294117647058.82353,17
2021/10,0,0,0
2021/11,0,0,0
2021/12,0,0,0
2022/01,0,0,0
2022/02,0,0,0
2022/03,3886000000000000000000000000000,431777777777777777777777777777.77778,9
2022/04,0,0,0
2022/05,0,0,0
2022/06,0,0,0
2022/07,0,0,0
2022/08,0,0,0
2022/09,8293600000000000000000000000000,592400000000000000000000000000.00000,14
2022/10,0,0,0
2022/11,0,0,0
2022/12,0,0,0
2023/01,0,0,0
2023/02,0,0,0
2023/03,182494400000000000000000000000000,8295200000000000000000000000000.00000,22
2023/04,0,0,0
2023/05,0,0,0
2023/06,0,0,0
2023/07,0,0,0
2023/08,0,0,0
2023/09,281953300000000000000000000000000,23496108333333333333333333333333.33333,12
2023/10,0,0,0
2023/11,0,0,0
2023/12,0,0,0
2024/01,481238000000000000000000000000000,5661623529411764705882352941176.47059,85
2024/02,3123571550000000000000000000000000,20823810333333333333333333333333.33333,150
2024/03,641465290000000000000000000000000,4716656544117647058823529411764.70588,136
2024/04,738255400000000000000000000000000,3969115053763440860215053763440.86022,186
2024/05,4061401600000000000000000000000000,23750886549707602339181286549707.60234,171
2024/06,1528682340000000000000000000000000,10997714676258992805755395683453.23741,139
2024/07,870665900000000000000000000000000,5441661875000000000000000000000.00000,160
2024/08,777845820000000000000000000000000,4522359418604651162790697674418.60465,172
2024/09,2053184200000000000000000000000000,17399866101694915254237288135593.22034,118
2024/10,3001803700000000000000000000000000,25877618103448275862068965517241.37931,116
2024/11,804414450000000000000000000000000,6003092910447761194029850746268.65672,134
2024/12,744484880000000000000000000000000,3430805898617511520737327188940.09217,217
2025/01,0,0,0
2025/02,0,0,0
2025/03,0,0,0
2025/04,0,0,0
2025/05,0,0,0
2025/06,0,0,0
2025/07,0,0,0
2025/08,0,0,0
2025/09,0,0,0
2025/10,0,0,0
2025/11,0,0,0
2025/12,0,0,0
2026/01,0,0,0
2026/02,0,0,0
